11/26/2025 04:05:17 - INFO - __main__ -   ########## Repeat:0 ##########
11/26/2025 04:05:17 - INFO - utils.trainer -   ***** Running training *****
11/26/2025 04:05:17 - INFO - utils.trainer -     Num examples = 530
11/26/2025 04:05:17 - INFO - utils.trainer -     Num Epochs = 200
11/26/2025 04:05:17 - INFO - utils.trainer -     Total train batch size = 16
11/26/2025 04:05:17 - INFO - utils.trainer -     warmup steps = 400
11/26/2025 04:05:17 - INFO - utils.trainer -     Total optimization steps = 106000
11/26/2025 04:05:17 - INFO - utils.trainer -     Save steps = 200
11/26/2025 04:05:17 - INFO - root -   Parameters [normal] length [10]
11/26/2025 04:05:32 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
11/26/2025 04:05:41 - INFO - utils.trainer -   AUC: 0.52197
11/26/2025 04:05:41 - INFO - utils.trainer -   Accuracy: 0.35022
11/26/2025 04:05:41 - INFO - utils.trainer -   Precision: 0.08756
11/26/2025 04:05:41 - INFO - utils.trainer -   Recall: 0.25000
11/26/2025 04:05:41 - INFO - utils.trainer -   F_score: 0.12969
11/26/2025 04:05:41 - INFO - utils.trainer -   Loss: 1.35726
11/26/2025 04:05:41 - INFO - utils.trainer -    Train loss: 1.36099, Test loss: 1.35726,Epoch time = 14.780s
11/26/2025 04:05:41 - INFO - utils.trainer -   Saving model checkpoint to output_dir/SteadyNet
11/26/2025 04:05:54 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
11/26/2025 04:06:02 - INFO - utils.trainer -   AUC: 0.53892
11/26/2025 04:06:02 - INFO - utils.trainer -   Accuracy: 0.35022
11/26/2025 04:06:02 - INFO - utils.trainer -   Precision: 0.08756
11/26/2025 04:06:02 - INFO - utils.trainer -   Recall: 0.25000
11/26/2025 04:06:02 - INFO - utils.trainer -   F_score: 0.12969
11/26/2025 04:06:02 - INFO - utils.trainer -   Loss: 1.36282
11/26/2025 04:06:02 - INFO - utils.trainer -    Train loss: 1.35939, Test loss: 1.36282,Epoch time = 13.171s
11/26/2025 04:06:02 - INFO - utils.trainer -   Saving model checkpoint to output_dir/SteadyNet
11/26/2025 04:06:16 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
11/26/2025 04:06:24 - INFO - utils.trainer -   AUC: 0.52131
11/26/2025 04:06:24 - INFO - utils.trainer -   Accuracy: 0.35022
11/26/2025 04:06:24 - INFO - utils.trainer -   Precision: 0.08756
11/26/2025 04:06:24 - INFO - utils.trainer -   Recall: 0.25000
11/26/2025 04:06:24 - INFO - utils.trainer -   F_score: 0.12969
11/26/2025 04:06:24 - INFO - utils.trainer -   Loss: 1.35660
11/26/2025 04:06:24 - INFO - utils.trainer -    Train loss: 1.35867, Test loss: 1.35660,Epoch time = 13.241s
11/26/2025 04:06:24 - INFO - utils.trainer -   Saving model checkpoint to output_dir/SteadyNet
11/26/2025 04:06:37 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
11/26/2025 04:06:46 - INFO - utils.trainer -   AUC: 0.51891
11/26/2025 04:06:46 - INFO - utils.trainer -   Accuracy: 0.35022
11/26/2025 04:06:46 - INFO - utils.trainer -   Precision: 0.08756
11/26/2025 04:06:46 - INFO - utils.trainer -   Recall: 0.25000
11/26/2025 04:06:46 - INFO - utils.trainer -   F_score: 0.12969
11/26/2025 04:06:46 - INFO - utils.trainer -   Loss: 1.35807
11/26/2025 04:06:46 - INFO - utils.trainer -    Train loss: 1.35858, Test loss: 1.35807,Epoch time = 13.095s
11/26/2025 04:06:46 - INFO - utils.trainer -   Saving model checkpoint to output_dir/SteadyNet
11/26/2025 04:06:59 - INFO - utils.trainer -   ***** Running evaluation on test0 dataset *****
11/26/2025 04:07:08 - INFO - utils.trainer -   AUC: 0.51972
11/26/2025 04:07:08 - INFO - utils.trainer -   Accuracy: 0.35022
11/26/2025 04:07:08 - INFO - utils.trainer -   Precision: 0.08756
11/26/2025 04:07:08 - INFO - utils.trainer -   Recall: 0.25000
11/26/2025 04:07:08 - INFO - utils.trainer -   F_score: 0.12969
11/26/2025 04:07:08 - INFO - utils.trainer -   Loss: 1.35713
11/26/2025 04:07:08 - INFO - utils.trainer -    Train loss: 1.35804, Test loss: 1.35713,Epoch time = 13.181s
11/26/2025 04:07:08 - INFO - utils.trainer -   Saving model checkpoint to output_dir/SteadyNet
